"","kME_MM.turquoise","kME_MM.yellow","kME_MM.blue","kME_MM.brown","kME_MM.grey"
"Gene.283",-0.435442244592637,0.0442941527155599,0.398691803739014,0.413429542888247,-0.378894561533904
"Gene.284",0.0468166911703191,-0.271373742543974,-0.295600602520574,-0.0130715133843956,0.370626624586166
"Gene.285",0.0764165681138798,0.609119056773365,0.631437239005168,0.395247867700919,-0.530259580427158
"Gene.286",0.0693970084437421,0.51827268588866,0.446491735495205,0.00369090597221325,-0.505011771099956
"Gene.287",0.417661495646234,-0.0376786433995703,-0.376827236873572,-0.387564173324062,0.465241482543031
"Gene.288",0.577165339069263,0.0874064132018686,-0.359632236547604,-0.411515032154799,0.466461695546691
"Gene.289",-0.298563894248829,0.101177250128497,0.385277765549049,0.714300187514906,-0.355020058601928
"Gene.290",0.322317480112442,-0.229541259389923,-0.464612603206935,-0.380081388205187,0.573170128869305
"Gene.291",0.512134044316674,0.0509563139062276,-0.36035152159146,-0.369111105588852,0.462389872823636
"Gene.292",0.514924985163985,0.103477264249262,-0.293241488414901,-0.362937257118248,0.395962768684393
"Gene.293",0.620764120311516,0.263390030292798,-0.244446910687318,-0.401762623727215,0.276360441539988
"Gene.294",-0.174476962136134,0.226105015028014,0.404535362841765,0.465996692988657,-0.377906147647803
"Gene.295",-0.181911609723803,0.28693598496847,0.478117567180684,0.355784459437253,-0.488414760757288
"Gene.296",-0.0504868828316046,0.341882133999318,0.40657648092211,0.338640164804563,-0.387966867730693
"Gene.297",0.772941547229074,0.28902579398534,-0.29711882477108,-0.350324282625056,0.452330521857413
"Gene.298",-0.0522087455494019,0.369886502766992,0.456213629072771,0.203758932953056,-0.379506201300815
"Gene.299",0.355713853171847,0.682762495555981,0.469564332401819,0.134770130713037,-0.246247059304456
"Gene.300",0.0033406518530813,0.263452782256323,0.259451441270969,-0.0682050772429259,-0.323631432676809
"Gene.301",0.166856577624421,0.592171051068181,0.513432810211093,0.51933011111787,-0.499442910811495
"Gene.302",-0.287306393362766,0.147734265317093,0.431325332196989,0.87324017918395,-0.423785267001437
"Gene.303",0.50239309843521,0.0770699208894606,-0.321488277521594,-0.227086552555358,0.347606329819647
"Gene.304",-0.251954839787797,0.212280237675339,0.451540184611715,0.342323405239588,-0.407212849285282
"Gene.305",0.338299265133877,-0.0602229827287725,-0.326860905374902,-0.173845337292776,0.358057658631636
"Gene.306",0.267139668524114,-0.188504011614991,-0.418780136896367,-0.453498048049682,0.489783751473935
"Gene.307",-0.33858594115781,0.135559752531502,0.473706916628735,0.319678639362421,-0.387855121711144
"Gene.308",0.192359889673327,0.60398989044481,0.503921631169318,0.379228434253135,-0.421478825914013
"Gene.309",0.088526794701142,0.494380665120657,0.489813785136253,0.248508218190155,-0.376758738818511
"Gene.310",0.892836374835133,0.476962939598497,-0.216385270159829,-0.309780840085097,0.302802905908869
"Gene.311",0.776307154295226,0.356752878367323,-0.246682553497655,-0.351977008343974,0.350535774763944
"Gene.312",0.496346217328895,0.117908263739922,-0.30828364461473,-0.532325055458539,0.271357490975162
"Gene.313",-0.209888837605038,0.0732125951845913,0.269038226904112,0.251740386965161,-0.299201380633378
"Gene.314",-0.164597040842784,0.266149510587848,0.424959843045668,0.310078662520291,-0.346019115639405
"Gene.315",0.105646535687884,0.441970513189802,0.368252564733878,0.129847362927037,-0.344630668661101
"Gene.316",-0.310818180422129,0.163635865156738,0.483155796452802,0.603179291473946,-0.375074282698152
"Gene.317",0.499647127478472,0.0302018523902772,-0.336407795870661,-0.250129091872214,0.458328746202059
"Gene.318",0.686349068898694,0.177907850130308,-0.33157686669941,-0.258889882789885,0.481121592888265
"Gene.319",0.542501569951068,0.00620897670478884,-0.386983443637438,-0.260725487254155,0.527532169979938
"Gene.320",0.752745084792765,0.281649720233872,-0.294167385709058,-0.314652909492108,0.434219511042889
"Gene.321",-0.368274395104644,0.100116225798764,0.450101312610919,0.827940913176208,-0.406424933704418
"Gene.322",0.210079858696749,-0.378129665720137,-0.551920038693771,-0.538356685363359,0.630503087717451
"Gene.323",0.725765558331974,0.333736837612651,-0.221243348706318,-0.196656297733469,0.329523546655647
"Gene.324",-0.0993775596034363,0.359307100389081,0.487740471909975,0.324563174389316,-0.456758964354945
"Gene.325",0.192806834119788,0.485842768990406,0.281322767346138,-0.129330731605125,-0.397907982119015
"Gene.326",-0.060188352069122,0.388096932276175,0.477446745034685,0.32768538609808,-0.457556947054465
"Gene.327",0.789642190951524,0.353121634783148,-0.258186673241716,-0.327764789140838,0.343165972719497
"Gene.328",0.365067417592896,-0.0683872852468514,-0.339403384867292,-0.27389784469807,0.462631869787377
"Gene.329",0.143037963996688,-0.364268122557104,-0.533604786997016,-0.548679216321103,0.475913158761257
"Gene.330",0.223531445079681,0.581244719006867,0.523881593832908,0.529525967724547,-0.294691171271189
"Gene.331",0.407546487072963,0.69644175892873,0.448433531918902,0.153913585688653,-0.255920836900871
"Gene.332",-0.298095497311362,0.262487398494433,0.570402022992886,0.412904696259287,-0.526088804636915
"Gene.333",0.813044326892722,0.331747266252975,-0.314671195425146,-0.350415062634962,0.438499028883846
"Gene.334",0.657540699266331,0.235909389331473,-0.293566814377717,-0.291102418949563,0.353116414745708
"Gene.335",0.398137939235383,0.0838134194383224,-0.244938285118058,-0.3980586845613,0.255652878512767
"Gene.336",0.245003848280313,-0.263530486770713,-0.430230901801888,-0.339726645167542,0.551015578644572
"Gene.337",0.206696821723584,-0.20239478897762,-0.343650962144314,-0.204780548853199,0.478468825250936
"Gene.338",0.41679132459795,-0.0459164963688182,-0.379473620502611,-0.300122579216937,0.428579181777381
"Gene.339",-0.44706836668149,0.0055058956149347,0.369833771879481,0.651084539368086,-0.444508285230059
"Gene.340",0.307054786134935,-0.132444699629906,-0.35808714135721,-0.292567863625629,0.495748704690989
"Gene.341",0.777869304516137,0.371211283555827,-0.226046286229219,-0.259037172629093,0.364234830092494
"Gene.342",-0.208645061184464,0.319070131542827,0.555111936429666,0.365530219166827,-0.514621743375244
"Gene.343",-0.144542125402217,0.267617650805072,0.432927800907497,0.307989728408743,-0.339866948527144
"Gene.344",-0.434026721414721,0.0172012142766449,0.384512877150745,0.348505865657314,-0.382718620413999
"Gene.345",0.170839072355807,0.467452235412396,0.284537241146785,-0.0497304632284874,-0.425794002336215
"Gene.346",0.106215093486436,-0.398091108621623,-0.474784855183629,-0.317660296654309,0.557254286180347
"Gene.347",-0.285419100796495,0.130224985971477,0.417096893275052,0.499173363188326,-0.383875754695528
"Gene.348",0.480828377286402,0.201373083611776,-0.187346702549065,-0.0759733136191496,0.228641023118556
"Gene.349",-0.187685001490858,0.250582900427668,0.404978182631402,0.207310349005989,-0.516435479172922
"Gene.350",-0.185524036414506,0.214370038070942,0.418817962510348,0.425442835828943,-0.34641572382303
"Gene.351",0.463406691067662,0.0274898087770817,-0.354803756881159,-0.434052984065148,0.338621441845462
"Gene.352",0.319107432689778,-0.068557243358628,-0.288057858133041,-0.093583178292483,0.402829983842303
"Gene.353",-0.0214030767574319,0.408446586004393,0.515652196815584,0.413341702191745,-0.317812798336674
"Gene.354",0.231929695047459,-0.345664135027599,-0.519281575792395,-0.39564778563077,0.649083148213064
"Gene.355",0.846773358085734,0.391409127863814,-0.264935759739242,-0.235714165135457,0.380520706801042
"Gene.356",-0.0887044721927847,0.400160415393564,0.561932478690193,0.562943687113337,-0.423440674541779
"Gene.357",0.178414659848446,-0.268694223856603,-0.401332396887107,-0.336538377288548,0.508534423687768
"Gene.358",0.662121197030711,0.188627769808562,-0.326088867710863,-0.358232287731616,0.452330615799244
"Gene.359",-0.345400760015546,0.14954514699988,0.483254735099879,0.427101311324804,-0.474098662623306
"Gene.360",0.608536693308606,0.120202991160739,-0.356542540113579,-0.461201911942738,0.476401899594222
"Gene.361",0.521827981868571,0.111278323392681,-0.294879419151433,-0.317349552306909,0.390605623088907
"Gene.362",-0.00532577236670277,-0.498823271237909,-0.500905420469333,-0.263745383344612,0.570749747036254
"Gene.363",0.633486302896213,0.250647250949662,-0.263405283526694,-0.464257775985687,0.298494083486613
"Gene.364",0.415110381843865,0.0515663372607529,-0.282357661957532,-0.23685904664822,0.343837892584362
"Gene.365",0.504748437195688,3.90502364824709e-05,-0.413876242197498,-0.499070800749675,0.447646035259807
"Gene.366",-0.48699585858304,0.00999022628048696,0.426629172208232,0.478260572352599,-0.426451535335128
"Gene.367",0.414820119226109,-0.0811494891944506,-0.423670107064996,-0.490503187513786,0.50544956081671
"Gene.368",0.236797179491568,0.00725714549933876,-0.186462671434452,-0.0606482851115412,0.230824517479858
"Gene.369",0.249538266331144,-0.322178577244652,-0.500043100392028,-0.245639328671298,0.652365561682542
"Gene.370",-0.29889289736541,0.147253061124317,0.436577062177794,0.536122516750448,-0.4618402318908
"Gene.371",0.0195057088598192,0.358547618267195,0.372811923409189,0.733235444317305,-0.363431498409188
"Gene.372",0.178336076643262,0.646607837524685,0.531231415620983,0.398127123405852,-0.443150150233913
"Gene.373",-0.155558512112317,0.150779816356648,0.326842184466581,0.291389190220819,-0.280024068288615
"Gene.374",0.599082050739082,0.154702002333192,-0.324007071028798,-0.364492862453414,0.392803829116909
"Gene.375",-0.415161455086469,0.0170047506322041,0.391410724533781,0.340100212454825,-0.433169179851991
"Gene.376",0.812990239567172,0.401987828843901,-0.233360440841977,-0.301739190399429,0.334406267650399
"Gene.377",0.10327607040281,0.506057806035768,0.490096051313197,0.169734463354533,-0.428344178940136
"Gene.378",0.0798381322339336,-0.293026714521614,-0.346124813735346,-0.208014841323559,0.457260694969183
"Gene.379",0.760023192805162,0.274282826845991,-0.28080311379205,-0.292591134632561,0.479505491081745
"Gene.380",0.797489048386016,0.444091421586939,-0.153284630176655,-0.124415653697853,0.266559105021865
"Gene.381",0.449215617529051,0.80106517342181,0.504253651945334,0.253995393015225,-0.333824533853352
"Gene.382",0.519419159324348,-0.0240929812980331,-0.402839052639408,-0.389473649670853,0.562331924208513
"Gene.383",0.818056948807504,0.376146874176532,-0.25015905325146,-0.289764605705813,0.415908455161665
"Gene.384",0.382996640767682,-0.0168069142970051,-0.328062212273023,-0.331842528432684,0.294789576115284
"Gene.385",0.490946721045,0.854490728781564,0.523551180485178,0.15255352529785,-0.405437389914125
"Gene.386",0.221788787502783,0.610347974188425,0.528663652178731,0.453323024513675,-0.354089387993443
"Gene.387",0.552214812692122,-0.00747397808547865,-0.412157180232931,-0.454624017895704,0.572354287196781
"Gene.388",0.0546803489353401,-0.284288737973389,-0.336723778072852,-0.260835920313296,0.421459897442951
"Gene.389",0.826936501485167,0.44348044926247,-0.198801229534485,-0.225121385287013,0.320549103683699
"Gene.390",0.0656893943243246,-0.328971272664932,-0.406977900014337,-0.424443515806335,0.384959627328055
"Gene.391",0.509228103945094,0.0119928158771033,-0.40811591740297,-0.521920975892266,0.433996235150738
"Gene.392",0.599323859016235,0.000422437457216767,-0.429896746653817,-0.241239710221096,0.630294868599581
"Gene.393",0.225123396466921,0.680688038814097,0.553933665014944,0.378541745063111,-0.47606476422677
"Gene.394",0.593806550809965,0.178235539370147,-0.283533102896162,-0.317798976977378,0.38081131121927
"Gene.395",0.758595847156927,0.235988099345486,-0.312971947965795,-0.255687821662295,0.511099343889861
"Gene.396",-0.269642876017892,0.186077753624483,0.488713806468778,0.411446025210516,-0.399430556776947
"Gene.397",0.473105455735241,0.795496681603776,0.44281705384791,0.100390405205811,-0.313337279115191
"Gene.398",0.369228119333047,-0.198480799114683,-0.471294754983527,-0.287023158579732,0.590934084745958
"Gene.399",0.141013746812712,0.591760169271793,0.527305172521543,0.69589378817399,-0.493949399561926
"Gene.400",0.270685732806463,0.65316654808758,0.439524891230601,0.124581170642352,-0.449678984612614
"Gene.401",0.823806411126828,0.379989821047063,-0.262329477648741,-0.320078294465981,0.33243527257168
"Gene.402",0.511567398393518,0.158281995092202,-0.267632795818054,-0.328980726857138,0.29819822876646
"Gene.403",0.423261583034079,-0.147343309424866,-0.458090664970313,-0.330599080025186,0.599522820054243
"Gene.404",0.386142375631036,-0.1226712454818,-0.43903064315134,-0.386095698277558,0.48978934389542
"Gene.405",-0.328528821776267,0.213990852802427,0.543112151566367,0.508960000214159,-0.506381156405433
"Gene.406",0.556581163138241,0.118709760149852,-0.328250380896076,-0.391246866336598,0.384729656277543
"Gene.407",-0.230068784615371,0.138257666557487,0.376101665269562,0.438328503246334,-0.350582876710164
"Gene.408",0.288263077103687,-0.168522197996945,-0.359069824536798,-0.2863341632475,0.54444682355826
"Gene.409",0.374244615103751,-0.229930095587402,-0.492343424413868,-0.355509530880287,0.643472124191745
"Gene.410",0.917510593057162,0.494386012228153,-0.206097571384033,-0.230975393664431,0.339201729042539
"Gene.411",0.488165200084585,0.841899360438534,0.540887972203803,0.382680481668998,-0.307464153014113
"Gene.412",0.19258592746872,-0.261849715791976,-0.397961822313856,-0.161229779103401,0.531596119108029
"Gene.413",-0.345073335651511,0.0656630336504353,0.400726125673532,0.57254322050935,-0.300343983056296
"Gene.414",0.652929721380668,0.350220911672963,-0.124224460399034,-0.0537996693287853,0.269729735773902
"Gene.415",0.213027194104138,-0.069690229187488,-0.208675277544044,0.0715974281584688,0.258152299633434
"Gene.416",0.237107992106389,0.535799602439013,0.358414632215579,0.11767865047159,-0.374194841733121
"Gene.417",-0.297544869592201,0.0645754334680399,0.351755019555532,0.718283171672521,-0.32008127755045
"Gene.418",0.489858329818308,0.0512709164199316,-0.335993454302329,-0.423903835166118,0.419954319532522
"Gene.419",0.232047593423475,-0.241493993648037,-0.391292030300896,-0.310102925117349,0.541888792623712
"Gene.420",0.279106299929538,-0.048977028006139,-0.294831955210366,-0.317573763404391,0.292484721907438
"Gene.421",0.00131457578258603,0.413938394562899,0.361694650019631,-0.0505720515926234,-0.488929698638335
"Gene.422",0.650391839245331,0.316738793188794,-0.235806564756761,-0.444339332150918,0.172407475375625
"Gene.423",0.393236122162006,0.0826585372836338,-0.2159715734099,-0.210570743602056,0.218687179781999
"Gene.424",0.547052592555415,0.234761137265523,-0.187704122104835,-0.223032484375871,0.268652500599515
"Gene.425",0.142148620140953,0.564172246265982,0.502251993671217,0.458214948565497,-0.440526695726959
"Gene.426",0.113202833919188,0.550673205567726,0.551513159023666,0.441972203099367,-0.376401626940612
"Gene.427",0.12281654069325,-0.408223998107215,-0.499730136631523,-0.418614643845927,0.558183650120833
"Gene.428",0.160139377729721,-0.332260461373308,-0.446025092110274,-0.356997319431777,0.555390336234105
"Gene.429",0.729093403947653,0.313977963503863,-0.198694254029719,-0.169658129378349,0.43140622314875
"Gene.430",0.261158093861725,-0.123209114455193,-0.355849253533853,-0.410713670492213,0.295251035163333
"Gene.431",-0.357765920015588,0.0452001142553135,0.382057979717802,0.622666764948799,-0.373654709837497
"Gene.432",0.673452169635145,0.225354770645094,-0.274769002451378,-0.259991402157354,0.433335487613579
"Gene.433",0.244177145590349,-0.283148664451691,-0.481264292071323,-0.392242866868349,0.550854921908483
"Gene.434",0.402636549187651,-0.0262609594267507,-0.359259911773884,-0.431835806587333,0.421545590666942
"Gene.435",-0.0284281144186265,0.417361793122173,0.510121994827003,0.47417831320668,-0.448357685285597
"Gene.436",0.107494125696864,-0.137833209721778,-0.214099168905358,-0.11313739604555,0.188887936204808
"Gene.437",-0.128371569721341,0.235958953804817,0.399852307527989,0.381105006202048,-0.302451848387277
"Gene.438",-0.165237145996209,0.175591158789972,0.295622728758354,0.0635856380381517,-0.349437420143287
"Gene.439",0.423069895926556,-0.122249651916844,-0.436858794568661,-0.362750544125871,0.591888327076827
"Gene.440",0.524590250800999,0.248968460897696,-0.14995647877959,-0.125600017887364,0.174807017938973
"Gene.441",0.128274267323286,0.503920254976644,0.413689241271506,0.0214551312560691,-0.450310899980793
"Gene.442",0.156225764359936,0.461258506200399,0.396447185817623,0.35194769861211,-0.259197294913283
"Gene.443",-0.061985207823602,0.388046250452477,0.494208740272221,0.726626318690699,-0.480877507297632
"Gene.444",0.644316474801944,0.118761145337596,-0.346798058118393,-0.260194001896792,0.525190421207892
"Gene.445",0.555271179940998,0.082989473856106,-0.305583495208071,-0.257036596638239,0.470954813157426
"Gene.446",0.232195305183924,0.529221677394741,0.335224030574936,-0.0442556669305582,-0.406333921574053
"Gene.447",0.671758660312218,0.0674389589016077,-0.418200694029208,-0.272179741212766,0.621290291560346
"Gene.448",0.602815872693793,0.282671488410057,-0.231291150550469,-0.423400418803988,0.240318147052471
"Gene.449",0.753301987831777,0.346445373546949,-0.228336780307952,-0.240036444131317,0.357470111130441
"Gene.450",0.707321331921996,0.240601611260935,-0.268197731373876,-0.18973792250359,0.436147524311626
"Gene.451",0.144052818737252,0.516933346985739,0.450954319915621,0.455777034152604,-0.367695402651463
"Gene.452",0.3549427443601,-0.0514517584189728,-0.347194815401913,-0.28172561776803,0.37295421434563
"Gene.453",0.383704236278539,-0.0786159301702794,-0.392803720641933,-0.509453800513335,0.459667719926099
"Gene.454",0.692495544422907,0.292696431064605,-0.207042233572703,-0.131889503963722,0.363108922057744
"Gene.455",0.681899382487517,0.292590357387356,-0.216047123435731,-0.230621406930192,0.362678920832654
"Gene.456",-0.00252172400455011,0.429262597482756,0.517705100246091,0.495177890601318,-0.405045355915507
"Gene.457",-0.24445759647957,0.147426681974285,0.359433850874028,0.244257226015601,-0.370032601258158
"Gene.458",0.660533235696382,0.312052453137141,-0.206865703388482,-0.288869725848396,0.226612424444886
"Gene.459",-0.0837138428962753,0.291405779801362,0.435020131466453,0.400614357592004,-0.327974200738812
"Gene.460",0.647865451986317,0.240713762761345,-0.258589672571203,-0.259939465010216,0.377100695058119
"Gene.461",0.522602291290524,0.851448241825354,0.483480955442234,0.175838653473851,-0.297115937512744
"Gene.462",0.869574506337037,0.411046159811104,-0.256068668570306,-0.291415397855967,0.403766227232601
"Gene.463",0.777555688084003,0.317984058826061,-0.279175772176229,-0.326739653088606,0.43081132549351
"Gene.464",-0.226880708885488,0.203294501746723,0.382202392695065,0.396034221908425,-0.340899142453983
"Gene.465",0.443043751283791,0.787779863997704,0.450968278960437,0.0396526857385811,-0.372374534705654
"Gene.466",-0.494955515289602,-0.234336462737512,0.177199395905675,0.332958249651216,-0.175742939632875
"Gene.467",0.0280115687443382,0.334919239906977,0.309339667482669,0.0974182875481925,-0.342742938251011
"Gene.468",0.782887783506784,0.313665917273733,-0.278783057027586,-0.323857729359725,0.448399060540916
"Gene.469",0.638444697945809,0.296579896193563,-0.185804306594202,-0.139227047314583,0.321169826813101
"Gene.470",0.125450943454428,-0.0727260831182178,-0.175879325920031,-0.0540491148069372,0.258343089436929
"Gene.471",0.623171073880246,0.224739104437809,-0.257195073913165,-0.227619158955388,0.356963000037688
"Gene.472",0.614942755209535,0.0470291303347171,-0.403972747583314,-0.32064305619535,0.588420279042171
"Gene.473",0.249367556082627,-0.207176152154089,-0.388310891677494,-0.337965511501313,0.514267491578249
"Gene.474",0.249109896216038,0.578619977339555,0.446922792263258,0.271771156989775,-0.329236543865311
"Gene.475",0.535058990517061,-0.020248698746597,-0.395704825285235,-0.219992104034612,0.590239652317672
"Gene.476",-0.380699369505305,-0.0669901576690112,0.23912552822505,0.240059995515444,-0.178724881855197
"Gene.477",0.800594024931832,0.247560075366352,-0.350961429744388,-0.280940448600559,0.535285049211474
"Gene.478",0.438211065128427,-0.0153979492686231,-0.370416779188839,-0.41607402497975,0.49061104083518
"Gene.479",0.474884633831213,0.113621638983922,-0.309319819736086,-0.480189449449364,0.341932493636476
"Gene.480",0.290569964183195,-0.261166275684452,-0.435943040402583,-0.225301640762814,0.603674590051853
"Gene.481",0.688184066365536,0.325398202815722,-0.216904589032782,-0.33780701471877,0.258169355408801
"Gene.482",0.565396393350428,0.0406035020145126,-0.368854387791886,-0.203346236576922,0.527910410682898
"Gene.483",0.676419309151382,0.260790789687298,-0.238765363774444,-0.21097066999093,0.399693537886863
"Gene.484",0.65134758702702,0.263441516498834,-0.231394279454046,-0.317757627090622,0.360979236365494
"Gene.485",0.126086446139795,-0.259101011605856,-0.374645583839197,-0.320504062997092,0.392111807006014
"Gene.486",0.326591814620757,0.692204246650851,0.456941885131446,0.0520987481789358,-0.307147626139203
"Gene.487",0.181473536451749,-0.0416064340930784,-0.244661390073434,-0.239749908061834,0.124460869739442
"Gene.488",0.251452390555318,-0.155974499634133,-0.32095378387096,-0.114815632890273,0.496028684156744
"Gene.489",-0.13744967246725,0.141677146872771,0.266067196186437,-0.00610940728379049,-0.346985969612792
"Gene.490",0.467368014725914,0.725198838099544,0.377710070688394,0.197843424322936,-0.29225339929698
"Gene.491",0.879544227193077,0.515072325774255,-0.183700812350393,-0.376536411427349,0.241621027412435
"Gene.492",0.378664174422649,-0.0185877398569799,-0.316190455485442,-0.339139054573189,0.452441511251618
"Gene.493",0.776092524582961,0.371541896233503,-0.253622173522921,-0.458462820342101,0.315673735193448
"Gene.494",0.0871316697152423,-0.339598879399017,-0.401309928010289,-0.229386813327896,0.456579105616352
"Gene.495",0.617849926634654,0.28126394644042,-0.176826822889128,-0.0607013461045275,0.261579659508641
"Gene.496",-0.27373975881378,0.16292537043635,0.396981035201185,0.280935293546933,-0.429115224164941
"Gene.497",-0.301778541580573,0.201787337216791,0.463125976992449,0.533865484355909,-0.432653001989966
"Gene.498",0.753434053948292,0.372501120272048,-0.20234609968809,-0.325610646275464,0.332730779358219
"Gene.499",0.317750948545563,-0.0789574043565594,-0.315775722290046,-0.221838571748624,0.447026227027226
"Gene.500",0.569057261838548,0.268296795855831,-0.163119082543231,-0.131236284781201,0.334427882669199
"Gene.501",0.713578823364603,0.318242744061195,-0.223980658902938,-0.16137059528324,0.366535777827329
"Gene.502",0.848225437185988,0.466355455052764,-0.191576895876362,-0.273553585680985,0.309306521522182
"Gene.503",0.821925368955634,0.469440025934029,-0.188394036969081,-0.265761990620869,0.262660376849245
"Gene.504",0.707686378602283,0.415462870280034,-0.125889837941028,-0.191428641707797,0.23349525118751
"Gene.505",0.12403598773962,0.44107588017614,0.359756162865132,0.0146923759883491,-0.34327500692248
"Gene.506",0.822818416498676,0.29352054296279,-0.327587574128702,-0.341604675414198,0.492419518213695
"Gene.507",0.0305452245472205,-0.231522234311432,-0.233379681976851,0.0739060937016061,0.209164135279096
"Gene.508",0.471725018740779,-0.0979234047738339,-0.448539600110276,-0.431049850133207,0.602673125230785
"Gene.509",0.702379899087395,0.295417434621411,-0.253457476855573,-0.42726040781081,0.347601965415354
"Gene.510",0.129152904955966,-0.203484134484538,-0.322005012199674,-0.327255939530632,0.394402261176076
"Gene.511",0.862159683720223,0.514815428551131,-0.15877077998607,-0.200863483818581,0.248755557478729
"Gene.512",0.664449719697477,0.373648207263753,-0.163876134774086,-0.305129530729034,0.226025400391465
"Gene.513",-0.284645517412854,0.210340066877444,0.47195116169984,0.321807511546261,-0.397245483686056
"Gene.514",0.798882981328214,0.314942611615269,-0.27306400113889,-0.272308161005673,0.44559222808467
"Gene.515",0.762048096823546,0.346351802513354,-0.220574793821221,-0.217351826006415,0.371450163403289
"Gene.516",0.101498988496679,-0.358790728304344,-0.439921533264105,-0.260416461038155,0.539769376493881
"Gene.517",0.280048701420693,0.00526433800128076,-0.194521649007803,0.0286478362754465,0.250220178865859
"Gene.518",0.550066370123176,0.00733896736897121,-0.409334915787571,-0.350438793907349,0.535175935794261
"Gene.519",0.165187155525867,-0.0128253518951622,-0.127317709020991,0.0516189606202029,0.18674581475716
"Gene.520",-0.418641870741742,-0.0869642322497092,0.327875803972081,0.526961899619244,-0.191994434236759
"Gene.521",-0.0365120953633585,-0.369644380468538,-0.33033535720291,-0.198994845722694,0.417969078032339
"Gene.522",-0.124839076554574,0.286208724636623,0.373992902114504,0.0359724302396218,-0.475973832170083
"Gene.523",0.780076321219483,0.338492212096843,-0.285532622685333,-0.424197686359962,0.35043794675768
"Gene.524",-0.291170627724327,0.147812493566091,0.441402647628549,0.348323100075661,-0.342699686606571
"Gene.525",0.139053314047377,0.428516968173644,0.340048942234629,-0.0332358061687045,-0.324633473220807
"Gene.526",0.273407071379066,-0.293993501277903,-0.483313107377163,-0.301304210374268,0.639191568706668
"Gene.527",0.915532652420951,0.503351429881731,-0.192930489571426,-0.316689037360287,0.353768781817556
"Gene.528",0.694698838758924,0.211590859396846,-0.307008783342269,-0.266429916990593,0.463685816083543
"Gene.529",0.823970023737673,0.465272894916839,-0.161741370399296,-0.190803735992631,0.2933654833745
"Gene.530",0.830483537550435,0.389515508858199,-0.236836515477521,-0.330599178648756,0.406780579348911
"Gene.531",0.651917739769111,0.268503267252998,-0.247840119781384,-0.395759349883933,0.332890936462452
"Gene.532",0.807257377007154,0.405107023928011,-0.216778123246421,-0.31043531580536,0.334796742660168
"Gene.533",0.325936642988785,-0.237343715962824,-0.483275272760402,-0.323540354024564,0.610443403314404
"Gene.534",0.558678740777169,0.279183806860171,-0.150339686251055,-0.0789360262538808,0.22004437664926
"Gene.535",0.674760031817815,0.357367557834264,-0.15999315639037,-0.21285487115559,0.267049105303968
"Gene.536",0.553810003588307,0.181743535731429,-0.231851573045531,-0.182591277640156,0.346833882186132
"Gene.537",0.216726590925982,-0.294415244076487,-0.466632434654165,-0.355772925605919,0.53879980258874
"Gene.538",-0.0130789311783977,0.257500211907803,0.258130591526873,-0.0175247841419139,-0.254681783986288
"Gene.539",0.462413560598948,0.842257758172014,0.516584670170556,0.172699391767343,-0.36959866657501
"Gene.540",0.58132441556054,0.204214083283377,-0.223468940146675,-0.157243689501037,0.369267476546486
"Gene.541",-0.463158083736692,0.0452746800545486,0.46505342107658,0.491553423669893,-0.440771270931194
"Gene.542",0.795876411691586,0.363463657472031,-0.246136728559816,-0.319310092325507,0.379767963433333
"Gene.543",-0.20260682119214,0.197718323911846,0.370700491468928,0.362155841713125,-0.389125048487825
"Gene.544",0.802959416398895,0.478988124507201,-0.139236221059729,-0.142613408619783,0.254125889561567
"Gene.545",0.923021751421658,0.566756994359949,-0.137020467699803,-0.254710020361303,0.290536419354306
"Gene.546",0.809520005229208,0.401342070524799,-0.204647382711864,-0.341718568670608,0.325415112179249
"Gene.547",0.558511939424435,0.108305083254004,-0.325244362330973,-0.399508243106559,0.451872648810996
"Gene.548",0.294361829534658,0.623755546157724,0.396974330711701,0.111828737993379,-0.315239829463745
"Gene.549",0.783882728429932,0.409363842575159,-0.201750256663835,-0.363177579763039,0.313001141960752
"Gene.550",0.70503428572776,0.144526325952588,-0.38173733977275,-0.352091104717981,0.545419839220863
"Gene.551",0.157640412001323,-0.268136527354026,-0.378277413710435,-0.337569344494085,0.49447302119549
"Gene.552",0.916508133908584,0.498175349545926,-0.202433978869403,-0.254685985662851,0.362576254655392
"Gene.553",-0.116896548035375,0.177122173287002,0.290263081002649,0.0387841153759739,-0.356507724560553
"Gene.554",0.776323468541728,0.326112929523947,-0.239132187655444,-0.30825993294919,0.40423848290763
"Gene.555",0.827521052363438,0.537518520842522,-0.120328761118959,-0.209723432960175,0.214660060061894
"Gene.556",0.399883270458833,0.0716170969022296,-0.218762391083694,-0.163544403183353,0.330645812659153
"Gene.557",0.403018935296381,0.0645008174554855,-0.274013747560501,-0.284882029222264,0.336123049753726
"Gene.558",0.398461631874082,0.0634010701249526,-0.226421380604842,-0.275745921242878,0.25834206353619
"Gene.559",0.0393093167759003,0.414806931066574,0.391306494823162,0.320713823139721,-0.401117934181636
"Gene.560",-0.0153740334219819,0.285007552354522,0.357472007431951,0.415523749430084,-0.28666629943601
"Gene.561",0.899839902961158,0.520894134847481,-0.167510597304801,-0.283916324759029,0.32166492217872
"Gene.562",0.688865793305616,0.32076440787342,-0.238087042602574,-0.398440152547795,0.287356984335293
"Gene.563",0.213352212129759,-0.299883977113514,-0.44000906707897,-0.301719653158928,0.572548310258016
