gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
NCBP2,4,0.281367351,-0.182102388,-0.015562597,-0.28763482,-0.194911114,0,-0.522899462,-0.068640663,-0.0612614,0,0.231174296,1.365053465,0.266755805,0,0.260679597,-0.537928843,0.129627811,0.14878988,0.089491605,-0.108016954,0.905044344,0,-0.245970487,0.01861131,0.204522976,0.30866592,-0.217831963,0.032872995,-0.090961564,1.337687537,0,0,-0.202839246,2.425300278,0,0.791237232,0.034057868,-0.193131726,-0.020601129,-0.198364063,-0.087596973,0.348247717,0.016426844,0,-0.078808803,0,-0.213952305,0.291562286,0.326503865,1.159350319,0,-0.051158185,0,-0.227297355,0,0.034132399,0.157313966,-0.405238289,-0.294090306,0.021188333,0,-0.663575958,-0.502396498,0,-0.038970185,0.029614361,0.992320389,-0.037818186,0,0.310354189,-0.166090814,-0.14573874,0.224111496,-0.371955309,-0.22916155,0,0.184197264,0,1.546830917,0,-0.167901256,-0.644489252,-0.068854642,-0.206232643,-0.004864867,0.322858531,0,0,-0.080554006,0,-0.006294669,-0.180016256,0.426002679,0,-0.181146773,-0.211217455,-0.037147263,-0.424366237,-0.05985452,-0.386547105,0.140208816,0.195660791,-0.014939152,0,-0.304092498,-0.059406446,0.549359965,0,0.095788686,-0.702076418,0,-0.173661741,-0.265119112,0.253438988,0.472784392,-0.587373789,0,0.241864292,-0.340467569,-0.151986926,0,0,0,0.01088447,0.028722919,-0.117763208,0.492849672,-0.382412584,0,0.078451421,-0.472885573,0.349832342,0,0,-0.567933473,-0.45348847,0,0,1.145175393,-0.101580137,0.278238672,0.271516269,0.116678602,0,-0.412360498,0,0.094753894,-0.074129556,0,0,0,-0.096229159,-0.17898247,-0.444823282,0,0,0.598724965,0.019054241,1.277257087,2.484975176,0.079296166,0,0.722642305,1.215169164,0,0,-0.043756166,0.606926394,0,0.042797453,0.726934269,0.788816775,-0.938883708,-0.161212723,-0.801799014,0.43206627,2.855404732,0,-0.081793943,-0.002125753,-0.787141714,-0.122312797,0,0.217632522,0.036163179,-0.600293597,0.295011709,0.045456046,0.060267252,0,0.148824994,0.64840904,0,-0.019685521,-0.091685354,-0.310924505,0.033595398
PRG2,4,-0.342072591,0.09738508,-0.56506465,0.863935397,0.102479023,0,0.903441497,-0.286986234,0.704920953,0,-0.521490495,1.036379976,-0.994021456,0.955380833,-0.123340981,-0.773272704,-0.112501692,0.809050486,0,0.283273491,-0.130706731,0,-1.070873601,-0.397078485,1.889953432,0.360943493,0.903186721,0,1.376194345,0.179089319,-0.201842142,4.45258311,-0.084572038,-0.348925598,0,-0.968939034,0.659922169,0.486591823,0.482489605,0.79475223,-0.096687098,0.240275116,1.940118107,-0.993765961,-0.936364754,-0.179296118,-0.592957213,1.134450001,0.010659256,-0.049199051,-0.049979542,0.683735785,-1.231933296,0.40199346,0,0,0.520340172,-0.345515331,0.236759719,0.055402459,-0.219617561,-0.399606442,-0.987263654,-0.455390586,0.280604118,0.212964715,-0.589744478,-0.528551968,-0.207743966,-0.428522891,0,0.220565761,-0.219177039,0,0.397085163,0.1632383,-0.264541961,1.326250107,0,0,0.858214134,-0.140820993,-0.528639192,-1.304120598,-0.3701316,-0.511277615,0.554354901,0.086278767,0.193102332,-0.801797791,0,0,0.624438941,-1.718035992,-0.292591376,-0.942950365,0,0,-0.50147337,-1.556932697,-0.967780347,0.207536821,1.074284515,-0.57047586,0.033241543,0.097923446,0.572059393,-0.901056014,0.813438109,-0.241091156,0,0.377582193,0.010461025,-0.517252025,-0.858049758,-0.673048321,-1.226127138,-0.107196692,-0.757370285,-0.060875032,-0.346982174,-0.313406586,0.153543177,-0.305605528,0.256626451,0.058879632,-0.774365764,0.946787256,0.358512959,0,-0.45102312,0.442735945,0.675065235,-0.330284538,0.936310415,1.936731391,-0.089502311,0.13629291,-0.37719946,-1.424441735,0,0,-0.030785027,0.458657071,-0.319264201,-0.100009835,0.375654,0.274414589,-0.361241338,0.311630163,0.041898362,0.18515013,-0.050482022,-0.946398431,-0.226809073,-0.376071826,-0.456901013,-1.202983374,0,-0.912033657,-0.363168531,0.529497983,0.555918163,0,1.123358293,1.543389081,1.348144444,0.983751704,0.40410279,-0.286311341,0.693224366,1.476974457,-0.70222498,-1.409611935,0.430019607,-0.701457438,-0.700251284,0.640307952,-0.154334383,0.771606416,0,0.653894191,-0.725934092,0.195186329,-0.130368649,0.995520911,0.426689043,-0.570536077,-0.283383336,-0.961399551,1.405028713,0,-0.591948264,0,-0.36654428,0.165901586,0.141032429
LMO2,4,0,-0.165713541,-0.075025092,0,-0.182697467,0.027964098,0,0,0,-0.181510537,0,0,0.430638991,-0.146149907,0,0,0,-0.37804939,-0.188396813,-0.058621824,-0.030308106,0.213614153,0.056797315,0,0,0,0,0,-0.34979865,-0.172860509,-0.01537228,-0.013860541,-0.299437072,-0.279287352,0.297158165,0,0,0.092512315,-0.106833739,0,-0.074244338,0,0,0.203939714,-0.198922388,0,-0.064707955,0.007393372,0.006950985,-0.008798729,0,0,-0.193850055,-0.126635717,0,-0.001161981,-0.093204972,-0.004811744,0,0.042004778,0,0,-0.060377946,-0.027809944,0,-0.243468743,0.22292795,0,-0.186509406,-0.00463993,0,0,-0.038555389,0,-0.016271732,0,0,1.553453764,-0.240798438,-0.11211405,-0.29196163,-0.230897923,-0.079932323,0.183213055,-0.155793784,-0.259424724,0.19164993,0,0,0,9.25E-05,-0.364734259,0,0.063583254,-0.173625724,0.217512724,0,0,-0.201343539,0,-0.042685108,0.091612733,-0.005496763,0.069010924,0.070606261,0.108905757,-0.15705837,0,-0.418841718,-0.082974146,-0.357751737,0,-0.081798973,0,0,0,-0.012749722,0,0,0,0,0.313769452,-0.311213332,0,0,-0.182393693,0.011211734,-0.019251042,0.026074014,0,0,0.445397982,-0.216913573,-0.013122582,0.13430074,0.319965612,0.040743325,-0.161732929,-0.089055876,-0.334051207,-0.304711562,-0.444849178,-0.568197701,-0.035014477,0.476426689,0.156237576,0.325775287,-0.374426255,-0.77102471,0.435577849,0.048073881,-0.337709687,0.177115354,0.886783035,0.380770111,0,0.618439295,0,0,0,0,-0.097319675,-0.169963993,-0.200783127,0,0.230152356,2.726756592,-0.049639994,0,-0.004198399,0.107967236,-0.207699667,-0.063297851,0.172688554,-0.174722363,0.093784479,0,0.293903994,5.761517485,-0.648286152,1.466762016,-0.301757014,3.844737303,3.332741167,0.159453588,1.234768984,2.198255892,0.053815977,-1.001942301,-0.119430448,0.436965288,0.418123231,1.364934714,-0.188860849,-0.60063623,1.539797976,-0.421387562
MELK,4,0.179185211,-0.065019737,0,-0.024377574,0,0,0,-0.176069099,-0.22589138,-0.080359545,-0.300204985,0,0.238972429,0.064003877,-0.166031144,0.868853755,0,-0.001821158,-0.146257053,0.161560515,-0.05091118,0,0.05086851,0.425422423,0.591601908,0,-0.083833859,-0.011517882,0.509517112,0.366369123,0.141935498,-0.053264467,-0.243177792,-0.675828617,-0.186904984,0.110340114,-0.124068659,0,0.60828432,0,0.030355548,0.02447355,-0.376351144,0,-0.187041289,-0.299836485,0.724953076,0,-0.022308143,0.402485426,-0.202726727,0,0.223196984,0.638683573,-0.047734572,0,0,0.003818772,0,0.012957775,0.100125216,0.220415688,0.057106968,-0.041193577,0,-0.114357382,-0.223380041,-0.144741329,0,0,0,0,-0.451593968,1.575884324,0.070422709,2.152856016,0,0,0.418565894,-0.171819286,-0.083282062,-0.079878728,-0.608486898,0,-0.180096854,-0.28613118,-0.074580521,0.309547009,0.355632172,0.064130847,0.253699248,0.603626766,0,0.027775086,0,-0.071235965,0,0.064568066,0.055390366,0,-1.008607974,1.075728745,0,0.237556996,-0.242928963,-0.1222337,0.369416051,0,0.243995409,0.216671796,-0.089939597,0.25807939,0,-0.046142438,-0.260398255,0.376389334,0.149111965,-0.076205767,0.124522672,0.140847101,-0.135153507,-0.140768776,0,-0.269534808,0.824429565,0.436974838,0.115682193,0.06694035,0,-0.202444067,-0.432858525,0.108189236,0.018852648,-0.231981342,0.101880002,-0.436173985,-0.356134562,-0.122307317,-1.065722946,0.101005709,-0.012187393,0.269573203,-0.347525488,0.343655945,-0.195828614,-0.208704173,0,-0.01064066,0,0.042443361,-0.075696817,-0.009979328,-0.360056634,0.022897036,0.541154975,-0.319549712,-0.466523864,0.082340418,0,0.521014472,-0.891052606,0,0,-0.127782545,0.392385964,-0.163281264,-0.321067893,0.451155597,0.223641458,0.378823172,0.648509825,3.784728408,0.213832325,0.036761063,-0.053567141,-0.832072542,0.757631368,-0.015140425,0,-0.120698755,-0.03867142,0,0.19008245,0.229443484,-0.335404616,0.922033042,-0.271811646,0.070129595,-0.063242287,0.035517512,-0.151436712,-0.024344128,0.160518521,0,-0.263496969,0.538562737,0.141032109
E2F3,4,-0.19050026,0,0.067974278,0.41143431,-0.380186269,-0.091730136,-0.291154733,-0.331595086,0.857078116,-0.401655751,-0.093709622,0.705837813,-0.684536611,0.310013728,0.198863363,-0.339907004,0.281551764,0.189732134,-0.309388128,0,-0.031128112,0,-0.727919244,0,0.613189531,0,0.214913451,-0.203395691,0,1.472129838,-0.706886226,-0.284386304,0,0.149352509,-0.31092257,-0.499572821,-0.168312796,0.731055707,-0.067405979,0.010494653,0.048784342,-0.017847783,-0.069855258,-0.032993326,0,-0.055729159,-0.364362759,0.104380326,-0.10840409,0,0,1.195481122,-0.220186565,0.290954617,0.214612422,0.93093684,0.189491294,0,0,-0.502893488,0.203200006,0.178595874,0,-0.394569253,0.394429043,0,0.042212296,0,-0.004595109,0.329131179,0.596225824,-0.2263396,-0.245039827,0.106158132,0.450149244,0.869722082,0,0.728004714,0,0.248010949,0,0,-0.146635364,-0.378391184,1.433920593,-0.545993878,0.002246877,0,-0.728745866,0.540132089,-0.030462845,1.757325987,0,-0.003931118,0,0.260361297,-0.105984662,1.081555516,0,1.334658055,0.797147023,0.577849182,0,-0.574840336,-0.324334368,0.272162079,0.105326197,-0.260247232,0.561136485,2.154936307,0.057536041,0.088890803,-0.07042111,0,-0.084497538,-0.837965095,-0.341296112,0.668337738,0.796814634,-0.161366204,0.276652474,-0.336046775,0,-0.835174271,-0.009492049,0.244857065,-0.149302257,-0.298461417,-0.182400162,-0.367368985,0,-0.005524065,-0.015804164,1.941351628,0,0.098988214,0,0.290809711,1.74243306,0,0.186642555,-0.214694896,-0.175630563,-0.237522745,-0.801828291,0,0.16541354,0,0.143688454,0,0,-0.098656231,0,-0.265359769,0.071579074,0.363146004,-0.105940321,-0.160136971,0.469385948,-0.620090341,-0.15209658,0.030111503,1.422671956,0,-0.409589745,0.033763978,0.161771444,-0.646241785,0,4.117480222,0.319723149,0,-0.283562635,-0.302879776,0.226143802,0,-0.5919424,-0.275034833,0.078365474,-0.455402803,-0.775184382,-0.034554604,0,-0.68451219,0,0.690004017,0.264513714,0.1551745,0,-0.591719817,0.043108522,0,0,0,0.156113285,0.767018287,-0.210630065
PDK3,4,0,0,0.149512674,-0.135814168,0,0.57665373,-0.042555913,0.511962646,0.33135374,0.129862811,-0.394160556,-0.223447752,0.035585612,-0.070728434,0,0.11009149,-0.475280001,0,0,-0.2489336,-0.205355254,0.03973868,0,0,0.538592482,-0.163572379,0.114788756,-0.117954602,0.646157012,-0.338215894,0,0,0,0.399000192,-0.23271445,0.495854623,0.5438011,-0.351121941,-0.47518153,-0.079356096,-0.24904459,0,-0.005757991,0.045553986,0.141698724,-0.021321518,0.520698272,0.471082973,0.310839192,0.079856776,0.357422818,-0.089534197,0.282237331,0.219183161,0.03680913,0.081529928,-0.256119645,0,0.122115384,-0.519742591,-0.026484989,-0.094367146,-0.102574258,0,0,-0.409531825,0,0,0,0,0.223495742,0,-0.063022031,-0.072023526,-0.014262888,-0.319370904,0.281846501,-0.254783582,0.078708964,0,-0.339754095,0.196523754,0,-0.375329684,-0.779542612,0,-0.040108196,0.488885864,0,0.440453838,0.029286169,0,-0.102136686,-0.352504282,0.289983854,-0.426744195,-0.260317482,-0.354737554,0.554593205,-0.52240514,-0.776478481,0.041778795,0.225192176,0,-0.380777892,-0.033578989,-0.346759195,0,0.344713893,0.242343127,-0.120453171,-0.096129384,0,0.088970308,-0.269038362,-0.152806904,0.351431923,0.041293221,0.124186197,0.756064044,0.141975066,0.094196996,-0.037990646,0.284947072,0.281768546,0.874950489,0.919967804,0.044341425,-0.27241517,-0.178860663,0,0.026497994,0.181983182,0.598887973,-0.128771867,0,0,2.00750301,1.002099689,0,0,0.323660692,-0.033955705,-0.276108104,-0.074550381,-0.023269142,0,0.022336393,-0.396605826,0.246666181,0,-0.021514422,-0.238208062,0,-0.16582257,-0.180867494,0,0.181800469,0.088484714,-0.259194663,0,-0.622129984,0.859851898,-0.065187651,-0.60030734,0.738273046,1.454733989,0.5200821,0,0.125319218,0.531062384,-0.196741632,-0.574389212,-0.475576893,-0.644275819,0,-0.3070819,-0.301864059,-0.12062803,-0.201709133,0,0.094175993,-0.162601239,-0.171732156,-0.262931601,0,-0.16445912,-0.346057658,0,0.040545134,0.308399388,-0.130038612,0,0.175039402,0,0.512235585,0.742046657
SH3GLB1,4,-0.078930351,0,0.100170048,0,0.477788091,0.661642141,-0.387325956,0.481311919,0,0.286939241,0.037378012,0.101888456,-0.386194132,0.283896648,-0.558832438,0.253024618,0,-0.366556886,0.926793968,0,0.218896076,-0.001051365,0.734683315,-0.186506643,-0.134145327,-0.095318651,1.034653296,0.225885614,-0.476288625,0,0,-0.020058253,-0.519575382,-0.596298005,-0.482726458,0.995310705,-0.445643647,0.275409751,-0.52739583,-0.001474467,0.905569318,0,0.129234901,0,0.682667171,0.12733894,0,-0.20057246,0.050887463,-0.486846643,0.007869214,0.107426145,-0.010997123,0,-0.053737854,-0.271642182,-0.502880619,-0.606538365,-0.749147646,0.306035943,0.865932669,0,0.336344233,0.308656088,0,-0.022105497,0.184197393,0,0,-0.317591251,1.250135882,0.368478414,-0.489589742,-0.368857407,0.452246284,0,0,-0.055463331,0.292474698,-0.317162637,0.546559478,1.317762025,-0.587248027,-0.277163949,0.138422586,1.267618182,0,-0.8992595,-0.516345757,1.794873523,0,-0.037448389,0,0,-0.208609839,0,-0.745754923,-0.22148784,0,-0.403081166,-0.120939664,-0.343152363,-0.424734491,0.273383404,0.318760055,0.033187868,0,-0.546874314,-0.0309523,-0.432779383,0.28776098,1.377906087,-0.427147055,-0.424741835,0.482599666,0,0,-0.096120512,-0.138638362,0,0.085441837,-0.018401911,1.046580893,0.813444444,1.292533522,-1.155511008,0.28474019,0.084145131,0,0.39063487,0.483317868,0.049189055,0.149571164,-0.101400425,-0.030281916,0.376123827,0,1.477198482,0.398010874,0.458298623,-0.307218073,0.348991473,-0.445947991,-0.053708388,0.679817092,-0.097657742,0.17429782,0,0.341012218,-0.43665739,0.34031494,0,0,0.641774028,-0.254831134,0.234300079,-0.27208616,-0.356031561,0,-0.154705078,-0.395341955,-0.140592247,-0.540785482,0.118071357,1.013313845,0.43869377,-0.548927024,-0.219779212,0.060152,0.046607893,-0.464509406,-0.968673722,1.391283856,-0.570624573,0.206288399,-0.423106588,-0.16156954,0.458111132,2.215568749,0.301743053,0.123155467,-0.088693444,1.638224206,1.731316286,0.268268988,0,3.190644847,0.19455974,-0.877767139,0.042395375,0,-0.295052636,1.282755468,-0.264498062,-0.019844086,-0.727342161,-0.076493978
ELL2,4,-0.730806017,0.494991802,-0.1066307,-0.379911578,0.484342038,0.0137899,0.729393857,-0.350907409,-0.439758537,0.836908931,0.032202562,0,-0.557008386,0,-0.050922864,0,-0.011862934,0.110563388,0,0,0.012879863,-0.126853599,0.235858423,-0.388946899,0,0,-0.147261263,-0.238430121,0,0.657780625,0,0.43150643,-0.209573973,0.8724848,0.189338682,-0.27682762,0.895956986,0,1.004905128,0,0,0,-0.338272793,-0.101988779,0.234070333,0.057811876,0.520158096,-0.212738301,0.192757084,-0.460909179,0.619981125,0,-0.322166829,-0.075706327,0.285676272,0,-0.69748187,-0.345459359,0.481214543,0.129308864,-0.022315607,0,-0.221837558,0,0.015742856,-0.011943769,0,-0.229012359,-0.318401172,-0.287718585,0.079681234,-0.150747206,0,-0.053056141,0.142841897,-0.207841411,0,-0.650288372,-0.04856819,-0.230847288,0,-0.140738516,-0.311117144,0,0.117909349,-0.348471399,0.061288794,0.697466529,-0.12623182,0,-0.036294345,-0.023414055,0.018484879,-0.214007801,0.222388652,-0.068982241,0.487360071,0,0.279372478,0,0,0,0.60932737,-0.186807518,0,-0.016205687,-0.277808158,-0.047119963,-0.283746558,0,0,0.324942375,-0.117006056,-0.094546641,-0.082511842,-0.17300365,-0.032202551,0.149512785,0.395849002,-0.064008614,0.206632472,-0.080225764,-0.428518694,-0.029389296,-0.015859141,-0.463003834,0,0,0.027315562,-0.115696374,0.105510707,0.628908405,2.5424297,0.474890009,0,0.370455261,-0.026035323,-0.568251355,-0.282000478,0,-0.355452614,-0.162218611,0,0.218790768,-0.159245477,0,0,0.371693544,0.168294715,-0.023231869,-0.342883389,-0.355420888,-0.651561309,0,0,0,-0.481792565,0.070456418,0,-0.405313973,-0.346625687,-0.240445975,-0.208119658,0.393472408,0.393475281,0.118227481,-0.28917903,0.348930524,-0.251767005,-0.201038637,0,0,-0.199734436,-0.124073939,0,-0.403107475,-0.101053052,0.303402096,-0.044789436,0.323314758,-0.048561203,0.687931584,0,-0.497494222,-0.038715245,-0.419879947,-0.419563231,1.324245913,0.703105794,-0.01462449,0.876922715,4.898461106,0,0.761983195,0.617698353,0,0.246112541
ISG20L2,4,-0.235895107,0.279068601,-0.163195306,-0.294802808,-0.68705597,-0.09383057,-0.544882352,0,-0.230862444,-0.485554214,-0.067011612,0.025131001,0,-0.071546752,-0.677479717,-0.188125606,-0.147006463,1.083282397,-0.304694526,1.159365681,0,0,-0.100566665,-0.968428412,-0.054717801,0.552226653,-0.193837917,-0.218893081,0,2.942896164,-0.333875194,0.060857687,0.114172617,0.158243311,-0.16511262,0,-0.136908976,0.230834744,0,-0.044980293,-0.167784812,-0.236083721,-0.779170795,-0.387874141,0.072058804,-0.402933815,-0.226306942,-0.285668337,0.133336476,0.584221742,0.181834105,0.926828372,0.615891287,-0.63919187,-0.002913328,-0.584641392,0,0,0.739905334,0,0.672897553,0.190691783,0.25932553,-0.158267234,-0.392105392,0.137945642,0.585547898,0.1106869,0.050845991,-0.273369193,-0.33403731,0.697012705,1.095425092,0.442686532,-0.313944755,0,-0.064459756,-0.197482083,-0.016844921,1.579096811,0.011390751,-0.563851786,0.118885696,0.205453492,-0.143149025,0.137535663,-0.06811228,0.424515464,0,0.101266805,-0.323168232,0.176835409,0.63676024,0.261035435,0.206925983,1.552058345,-0.37983805,-0.260474548,-0.137845144,0,0.358110929,-0.702531937,-0.115344632,0,0.2862681,0,-0.286072626,0.096098825,0.821737068,-0.086923463,1.041646076,0.138868566,-0.266688375,0,0,0.725303223,0.425789374,0.371428017,0.887228565,-0.998765408,-0.161172514,-0.632627395,0.141402274,0.005458537,1.314771686,-0.305402306,0,-0.127571663,0.060892118,0.091558171,0.016700719,-0.293017843,-0.020229224,-0.224437463,0.039027743,0.114268806,0.250186602,0.304233321,0.516023001,0,0,0.53159178,0.069682409,0.352487112,0.021220224,0,-0.713253654,0.652635351,-0.620682605,-0.698085458,0,-0.119426976,-0.151717846,-0.843082224,-0.001897069,-0.325880856,3.685510719,0.072601458,-1.022037653,-0.409426027,-0.28456955,-0.14298448,0.017526236,0,0.023789386,0.661348671,0,0,0,1.226212504,0,-0.19229013,-0.271682741,-0.040305412,0,1.250947488,0.502213169,0.036166696,0.203802505,-0.286958708,0.127405862,0,0.05009525,-0.369938235,-0.217807955,-0.261595707,0.879003191,0,-0.160684358,0.168353804,0.103762881,-0.164873838,0,0,0.400806171,1.030665658,0
ARCN1,4,0.921273106,0,0,1.188612514,-0.294594953,-0.450124202,0.663061808,0,0.747954066,1.07028651,0,-0.216337361,0.194325247,1.881586469,0,0,1.61019281,-0.342567483,1.439570825,0.241339394,0.190415614,0.849722904,0.036463484,1.031020829,0.543892369,0.03869278,1.259196769,0,-0.20163909,-0.219823349,0.692354796,0.808920816,-0.483722623,-0.161897165,0.082640578,-0.72151778,0.646417231,-0.513347186,0,-0.164451054,0.145478421,-0.718368222,0.352054863,-0.258597599,-0.710400252,0.252401292,-0.060302555,0.366390299,0.754349618,0.462388884,-0.381021925,-0.496458927,0,-0.430661173,-0.806509781,0.614675075,0.362923869,1.851577441,-0.053298474,-0.316383071,-0.66872398,0.816608434,0.02185732,0.106663922,0.142155263,-0.017218508,0.621898419,0,0,0,-0.345897091,0.529385317,0.556923692,0,-0.772806954,0.320648706,0.385402583,1.879664278,0.203121795,1.00300353,0.461760243,-0.333175878,0.291835497,-0.116246341,0,-0.527914625,-0.448325559,0.106358557,0,-0.669347765,0,0.469177198,0.601652747,0.319982624,-0.540300389,-0.664083073,-0.469858456,-0.398308035,-0.160990001,0.076262581,-1.104441235,0.057818306,1.304099757,0.26006679,0,0.206571002,0.78769962,0.625958867,0,0.194859698,-0.514574809,0,-0.301119108,0.365060409,-0.000578868,0.856489457,-0.059984972,0.025372171,1.174355391,-0.790886186,0.13805557,-0.14844122,0.03210197,-0.556332403,-0.006414124,1.209781796,0,0.183289615,-0.132677822,-0.330013408,0,0,-0.327360425,-0.66429033,-0.404790061,-0.819432819,0.186747004,0,-0.180263023,-0.690826319,0,0.031220324,0.068853477,0.186759308,0,-0.118880042,-0.753393603,-0.261053103,-0.156986973,0,0.338470164,0,0,-0.442113054,-1.051616387,0,-0.191858757,-0.334265986,0.209633559,0,-1.009692542,0,0.829096116,-0.318343733,-0.788314089,-0.328418008,-0.601231067,-0.38273556,-0.075910316,0.234540522,0.204489695,-0.603842509,-0.137770818,-0.035189802,0.612288116,2.312651403,-0.464837804,0,-0.701189274,-0.119790648,0.076642839,-0.709044197,1.372951674,0.890549566,0.230962229,1.573624376,0.495809145,-0.540625516,0.630231771,0.804563395,-0.821240387,0.779787607,-0.206185967,0,-1.247800536,-0.698401607,1.914850889
