V1,index,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198
SKIV2L,11,-0.094748084,0.445831321,0.365818813,0.40104474,0.090445973,0.456270324,-0.175966264,-0.041859927,0.145518575,0.644702152,0.369005526,0.15042931,-0.345055437,0.607256234,0.267646349,-0.257972265,0.27562476,0.370542148,-0.49982793,0.175818425,-0.499117705,-0.306972424,0.265250154,0.954093863,0.133826257,0.073224898,0.577710053,-0.324710329,0.439258685,0.714520118,-0.330535297,0.327654372,-0.706706974,0.079322423,0.198174689,0.158391003,-0.46151026,0.124799742,-0.126655592,0.078510517,-0.185190572,-0.13354532,-0.14220014,-0.170229225,0.450518344,0.413161942,0.011505767,0.070375237,0.000685483,0.043847056,0.237593285,0.113012817,-0.018613339,-0.483007032,0.274529759,-0.057304419,-0.26816055,-0.523068855,-0.279710477,-0.204958992,-0.302114734,-0.615926803,-0.485785997,-0.48993858,-0.779406232,-0.113883338,0.720240462,-0.026269559,-0.224360516,1.087628354,-0.254533217,0.109172358,0.946178971,0.587530993,0.416434966,-0.080119777,0.063635493,0.138204367,0.533188379,-0.392667359,-0.055489344,-0.257522872,-0.768142641,-0.072923635,-0.138192663,0.51541844,0.618228104,0.144915694,-0.474903007,0.641068419,0.179269209,0.904543669,0.007543736,-0.380580722,-0.235260981,0.132130291,-0.453241792,0.18208967,-0.556705518,0.052260669,0.286246936,-0.208904086,1.494305687,1.276842254,0.186961843,0.591317015,1.313292398,0.84447895,1.210701388,0.744971317,0.916349904,-0.256153118,-0.710051758,0.01870019,-0.697431441,-0.360800403,-1.060685578,-0.155517648,0.707989559,-0.116726769,0.164318167,0.098421016,0.21131087,0.854155264,0.96693269,-0.335013735,0.476724312,-0.064152352,-0.721931307,-0.32314598,-0.638440977,-0.129949086,-0.116762783,-0.249998825,0.278792797,-0.506488867,-0.832962219,1.023986571,-0.759018084,-1.438856189,-1.049421527,0.25298593,-1.150481963,-0.921260073,-0.848856536,-0.324635469,-0.524272027,-1.173121513,-1.221237847,-0.688186517,-1.14026065,-0.838754773,-1.012370388,-0.746618669,-0.591174966,-0.612320375,-0.488493132,-0.840355305,-0.544315149,-0.496623712,-0.311653934,-0.467152258,-0.55405445,-0.55601009,-0.619158384,-0.615770248,-0.146178877,0.108253092,-0.80154002,0.392067391,-0.850939436,-0.763998663,-0.874425898,-0.940313765,-0.560388189,-0.212661809,-0.997618356,0.285950021,0.950650702,-0.063850364,0.221183711,1.190406236,0.653793343,0.009077778,0.169779257,-0.222338947,-0.272319973,0.681747339,0.116994479,-0.350659963,0.211528437,0.053049534,1.322363934,0.025102956,0.288711219,0.54508303,-0.038485607
NFYA,11,0.24341411,0.329328828,0.291997064,0.60867757,0.071097188,-0.486025611,0.017419524,-0.13360666,0.059180263,0.637176907,0.743862025,1.072912946,0.060179077,0.677213421,0.597145967,0.02972087,0.463021723,0.365946863,-0.409908509,-0.016942516,-0.443920562,-0.559576755,0.54269072,1.328193769,0.468916264,-0.134838993,1.140590586,-0.071783118,0.08893134,1.081963876,-0.182246866,0.577278726,-0.75240496,0.318570951,0.298521539,-0.424973713,-0.398748373,0.836492795,0.090693742,-0.01865963,-0.240949901,0.247520205,-0.156805479,-0.117830715,0.796058843,0.503221862,-0.229822294,-0.454996312,-0.447449066,0.005737625,0.072087899,-0.12055434,0.045811212,-0.561178812,0.104180557,-0.079102066,0.334316451,-0.527664216,-0.33373098,-0.21267659,0.294314993,-0.349109628,-0.873039083,-0.822234442,-0.436224417,-0.543361487,0.654461501,-0.119793619,0.238822169,0.87480893,-0.116094578,0.071086211,0.705546679,0.865873561,0.688298327,-0.071888526,0.169338939,0.048393747,0.478600429,-0.155025996,-0.088465375,-0.23655374,-0.378361531,-0.612147799,0.237291406,0.384288764,0.441449587,-0.057220699,0.05839237,1.448205752,-0.397717942,0.337072971,-0.111290992,-0.34251957,-0.46110204,0.036252195,-0.800589104,0.214957292,-0.36644764,0.024470246,0.47958139,0.534843861,1.98103392,1.735788839,-0.09812767,0.219198574,1.199985356,1.133369868,2.281384447,1.024159643,1.072863839,-0.875215737,-0.90918145,0.539470607,-0.50205155,-0.090231396,-1.259495452,0.165724315,1.395066768,-0.517545031,-0.158869566,0.173627557,0.078509917,0.58750585,1.498908345,-0.04648239,0.811721195,-0.043917959,-0.65849913,0.106056123,-0.23805837,0.226306578,-0.514740768,-0.50904944,-0.5398002,-0.384589812,-0.975592907,1.152281141,-0.779185789,-1.201838621,-1.820755738,0.866864713,-1.687900186,-1.309023391,-0.791287422,-0.559709837,-0.220527914,-0.928988227,-1.784218655,-1.038443949,-1.648347625,-1.505651077,-1.110679274,-1.320547882,-0.972370888,-0.628628524,-0.598301364,-1.213936445,-0.79753736,-0.743287843,-1.157042714,-0.975967582,-0.347500146,-0.445627779,-0.598446251,-0.136624324,-0.464552514,0.061466595,-1.022467347,0.93368177,-0.805041896,-0.620835062,-1.540590742,-0.815112844,-0.986636385,-0.320974031,-1.094115614,-0.304313456,1.619109667,-0.661735202,-0.12422244,1.109889489,0.962595754,-0.196343086,-0.460984706,-0.707077273,-0.397864127,0.156496967,-0.599391101,-0.764956228,-0.448224284,-0.79163501,1.176754596,-0.958352228,-0.377900636,0.581873806,-0.843076586
TLK1,11,-0.294105945,0.03588895,-0.398045541,-0.06179614,-0.360160657,-0.658990832,0.568572153,-0.300018762,0.145307389,-0.091693243,-0.279568851,0.531291774,0.38215215,-0.376444107,-0.68268607,0.178567589,0.804428261,0.084677576,0.163137033,-0.228894976,0.504920309,-0.124616625,-0.204837105,0.343799033,0.413021155,0.068735778,-0.129046941,-0.222103261,-0.193541024,0.492688605,0.241149367,-0.687476615,-0.127358698,-0.421575176,-0.592067103,-0.575528109,-0.412799151,-0.41324377,-0.182805568,-0.808180378,-0.378807541,-0.540858722,-0.165402275,-1.10929326,-0.614724286,-0.311735468,-0.346335772,-0.935755804,-0.380302512,0.021890186,-0.403597375,-0.286018195,-0.826111085,-0.474914809,-0.31487693,0.338117467,0.435966543,0.24284155,0.748136256,0.335056249,-0.02068671,0.348594889,0.070555,0.261452399,0.331813317,-0.224030921,-0.648647581,-0.915596308,-0.295325885,-0.004240386,-0.09706939,0.578678724,0.003881265,0.196287393,-0.455570679,0.674658607,-0.385851351,0.266241123,0.021914566,0.655107748,0.145722291,0.407158973,0.488758499,-0.32139802,0.157182047,-0.31513391,-0.041754631,-0.574662043,-0.189616076,-0.10979155,-0.613637781,-0.760492109,-0.165891815,-0.424568187,-0.270228877,0.066303585,0.093718702,0.610322718,0.119364301,0.499379071,0.226291026,0.383868904,0.36311311,-0.306434586,-0.131138932,-0.657720303,-0.478079679,0.126234665,0.195781701,-0.207273064,-0.777059863,-0.160406131,-0.682988654,0.46029397,-0.23660348,0.120009682,-0.74202151,-0.290613903,-0.41667603,0.00845769,-0.517935333,0.192465671,-0.433138656,0.098688389,0.395196989,-0.350187393,-0.226660505,0.264882593,-0.129834945,0.038323291,0.052273515,-0.006395707,-0.110250476,-0.209391106,-0.463594162,0.212044222,0.100408127,0.385269744,-0.112352419,-0.874636214,-1.391562952,-0.453376899,-1.258316963,-0.839063065,-1.113130401,-1.147566607,-0.948408377,-0.959819385,-1.457540442,-1.114020665,-0.992911021,-1.417164523,-1.066650995,-1.326003622,-1.257190784,-0.650516887,-0.043594109,-0.062861275,0.101983857,0.067842179,-0.616211821,-0.318930722,0.691599899,0.46592175,0.076817132,0.63980869,0.146119904,0.474498402,-0.026058372,0.299452287,-0.055773264,0.277401348,-0.072806424,0.396822743,0.026862637,0.812262068,0.478935598,1.327898374,1.175102981,1.096823949,0.963529928,0.733402663,1.35319712,0.634642568,0.923885119,0.408405643,0.894360759,0.643146496,1.145126211,1.737198084,1.438632483,1.444154029,1.076539107,0.8092167,0.60965507,0.12888898,1.365864243
SSR1,11,0.100899646,0.64855212,0.115976809,0.689686718,0.262952275,-0.419647969,0.508672251,0.006944386,0.269226149,0.781220145,0.161865459,0.718445338,0.271207269,-0.202290554,0.222118818,0.129760464,0.090725798,0.101692219,-0.337526428,-0.443031426,-0.055503561,-0.021556298,0.27605371,0.867584357,0.74814832,-0.08926761,0.87203364,-0.319419552,0.274156461,0.898346892,-0.255617353,0.398001356,-0.220661382,0.659976711,0.236285401,-0.497063781,0.323747642,0.703162011,0.132974418,-0.167388821,-0.3536814,0.334391835,0.370375739,-0.08900687,1.092017532,0.411198571,0.419056602,0.136840566,0.504107489,0.538348274,0.005240334,0.151063285,0.209607495,-0.986356938,0.167026486,-0.835490084,0.616247405,0.022654133,0.295742098,0.200844763,-1.60E-05,0.477155281,0.301069266,-0.784965341,-0.250641493,-0.49523156,0.296503479,-0.445532916,0.431701866,0.641428986,-0.209009515,-0.172713415,-0.095139742,0.390235446,0.289708816,0.007461145,0.320669419,0.022512791,0.114286214,-0.474894351,0.611829044,-0.515673588,-0.085923198,-0.488262143,0.250759819,-0.359852078,-0.050585549,-0.49642434,0.222055313,0.334386506,-0.639975973,-0.113741781,-0.100976851,-0.305954936,-0.578416201,0.176585006,-1.10728865,0.180735365,0.016928247,-0.340916585,-0.101548368,0.548989862,1.494651959,0.777560507,-0.083989238,0.123026143,0.694951503,0.246124487,1.482128277,0.493568769,0.130769717,-1.178231555,-0.697276208,0.280286975,-0.367126259,-0.415236559,-1.416317334,0.348435094,1.376971132,-0.475418216,-0.750003406,-0.598671895,-0.072742925,-0.44208968,0.883714387,0.187215861,0.510994822,-0.891268707,0.176781341,0.010686552,0.615254914,0.277973568,-0.163831841,0.504023702,-0.904482275,0.232466814,-1.425860572,0.993999112,-1.071378635,-0.736930677,-1.530142012,0.122324535,-1.430144064,-0.905079487,-0.704947258,-0.130221612,-0.167342961,-0.918461277,-1.443709858,-0.96672952,-1.314322919,-1.521543918,-0.426775411,-1.453270932,-1.323576737,-0.898824469,-0.05730838,-0.921442127,0.356612338,-0.671518266,-1.216285565,-0.707276392,0.104054137,0.194589565,-0.317781911,0.051028022,-0.644746413,0.336645031,-0.870443782,0.332769515,-0.161082673,0.372172674,-1.428771571,-0.188836478,-0.943066959,-0.345669562,-0.605678329,-0.005298507,1.824110554,-0.538509546,-0.12939696,1.201847636,1.539473306,0.002829685,-0.434612598,-0.474889325,0.048090671,0.161920569,0.429324442,-0.444653387,0.053245594,-0.07342289,1.112556167,-0.950693022,0.089810426,0.992067539,-0.127250733
POLR2H,11,0.47424847,0.086833299,-0.299907644,0.053695227,-0.451878261,-0.290991757,-0.338842691,-0.261378488,-0.257369723,-0.211657306,0.236298187,0.882287309,-0.221973009,0.185073271,-0.033029769,0.211678235,-0.113084776,0.250485042,-0.143933382,0.043899486,-0.024003664,0.036135253,-0.078573179,0.668473683,0.29979402,0.276503747,-0.016865928,0.237402091,0.379482831,1.07958698,0.454271466,-0.073913788,-0.034149329,0.001191586,0.3895572,0.064482047,-0.298051352,-0.066970326,-0.413315068,0.088402049,0.37525651,0.198966524,0.423178129,-0.232689696,-0.399753836,0.209455721,0.616923995,-0.38300553,0.17590284,0.783742132,0.209370854,-0.13320147,-0.126074899,0.001855424,-0.60370489,-0.706144847,0.345909866,-0.820150942,-0.066377387,0.194448986,-0.433471852,-0.207087158,-0.827171339,-1.035466393,-1.088039577,-0.953256257,-0.455866788,-0.509117836,0.425309537,-0.42381981,0.256575057,0.158259358,0.693578849,-0.139013787,0.195359743,0.189111458,-0.201482291,0.041096407,0.235887736,0.480095967,0.208412507,-0.469754412,-0.369204467,-0.022677266,-0.266483986,-0.122705261,-0.348620304,-0.152510841,0.038226781,-0.088229757,-0.576322121,0.223985154,0.674219081,-0.744597397,-0.408855718,-0.106267773,-0.603775096,0.241552808,-0.122202173,0.382572378,0.136570691,0.214798472,0.266461868,0.39368359,0.441773606,-0.632479722,0.198715434,-0.340865959,0.853415363,0.233164998,-0.108052079,-0.361026972,-0.800947083,0.169450338,-0.234056477,-0.320006729,-1.132648738,-0.213279656,0.35690706,-0.265090882,-0.806628547,0.801579088,0.117214318,0.359176537,0.876199508,0.019342377,0.103723394,-0.212053367,-0.409927923,-0.676338578,-0.252604021,-0.554357178,-0.942379712,0.517494199,-0.469428473,-0.208513782,-0.927428527,0.933791353,0.111707015,-1.258868374,-1.310297697,-0.635086107,-1.167331499,-1.243183075,-0.943292163,-0.588017326,-0.967323624,-0.97034804,-1.188952787,-0.878445257,-1.199351272,-0.825165367,-1.065291204,-0.990433875,-1.132185294,-1.070504558,0.604444238,0.515320395,0.577317172,0.745111961,0.619943645,-0.419345991,0.693344698,0.530603067,-0.048915677,0.510894666,0.349981943,0.534303975,0.199892417,0.858436702,0.443023497,0.593937976,0.162436028,0.187810013,0.326784229,1.037616263,0.911799573,-0.047226073,0.471739914,-0.043503281,-0.093827325,0.367630987,0.394529777,-0.05195717,-0.294678281,-0.247627281,-0.099521617,0.152155179,0.038217344,-0.279242866,0.011842217,0.004384659,0.396228017,-0.529401373,-0.011876167,0.110886761,0.029680414
PAPOLA,11,0.152106265,-0.238936776,-0.321907138,0.231801955,-0.464739952,-0.489530032,0.717883617,0.370759021,-0.224432055,-0.223070531,0.086348097,0.542646472,0.131391492,-0.206685051,0.230475671,0.721672315,0.536734369,0.199471083,-0.508696208,-0.180221108,0.026293608,-0.085097834,0.297017505,0.432184545,0.048263591,0.26975393,0.514353647,0.089992242,0.555133745,0.304534715,0.118418519,-0.03856444,-0.129369822,0.296947133,0.633857248,0.011672676,0.031530709,0.289362665,-0.220952603,-0.21629965,0.059178722,0.004132986,0.214903106,-0.744238557,-0.022546877,0.021817037,0.213784506,-0.395616407,-0.124288381,0.321305158,-0.053710938,-0.219525716,0.316308233,-0.491183056,-0.289148452,-0.006855631,0.709330935,0.095979772,0.663270287,-0.089661928,0.230454825,0.052246372,-0.09755119,-0.553027542,-0.015024183,-0.568186556,-0.147958708,-0.948146809,0.138416087,-0.225127889,-0.579387889,0.271764285,-0.211842594,-0.315748533,-0.21725311,-0.530144592,-0.450013781,-0.370077139,-0.257812058,0.301348427,0.542021063,0.238245678,0.12168342,-0.372541081,0.599762792,0.279360805,0.290669851,-0.233044473,0.076610816,-0.321475812,-0.821992735,-0.265204222,0.03814449,-0.69135373,-0.276471675,0.033563464,0.022651911,0.915706544,0.678176538,0.002042376,0.450409973,0.060644157,0.503915305,0.062847617,-0.217695152,-0.636483239,0.246037709,0.298518647,0.891053202,-0.332823585,-0.447168356,-0.335690976,-0.74652103,-0.191029819,0.045335011,0.171055896,-1.534421075,-0.010084354,0.566618485,-0.241074704,-0.749554294,-0.48515231,-0.041448323,0.114257737,0.507602145,-0.513789745,0.03591176,0.1149746,0.05883342,-0.292996046,0.632944595,-0.247794357,-0.51136813,0.409276568,-0.753527375,0.570023363,-1.113968454,0.623646968,-0.145579736,-1.016516615,-1.844192404,-0.567497247,-1.319968041,-1.299372999,-1.046337226,-0.914738135,-0.852847671,-0.952914074,-1.239622544,-0.907720845,-1.313417998,-1.334455565,-0.769300476,-1.270909709,-1.423055972,-0.813679674,-0.162500513,-0.533865391,-0.2199457,-0.1458489,-0.480031929,-0.564945801,0.222318371,0.13255125,-0.773941656,-0.051802609,-0.304501444,0.266008081,-0.506677256,0.68169605,-0.113135416,0.430902573,-0.544533751,0.02654658,-0.478846193,0.330280221,-0.004350321,0.188396025,1.334621763,-0.071335758,0.224834451,1.260332126,1.142189986,0.296123401,0.059718325,0.300720605,0.650048672,0.83552476,0.575104618,0.76054667,0.558889366,0.452736365,0.758271113,-0.266460577,0.538473582,0.432936012,0.54176951
TMEM106C,11,0.650813162,0.067445688,-0.096779305,0.333508933,-0.524006634,-0.383923078,-0.08189193,-0.051416589,-0.263070974,-0.494834851,-0.017648322,1.181003734,-0.165338106,0.19269815,-0.113575362,-0.068129825,0.057229329,0.011199435,0.105160325,-0.212894341,-0.176136629,-0.103325304,0.031301425,0.586319431,0.250512553,0.111794586,0.368359162,-0.262205114,0.341597683,0.994255979,0.378159405,-0.28185742,-0.5339332,-0.136403076,0.238228236,-0.300053241,-0.376734403,-0.180502471,-0.390187658,-0.448312056,0.337695469,0.305416294,-0.009052074,-0.701773111,-0.503559573,0.078141115,0.132265806,-0.82077463,-0.434790925,0.330296591,0.106400989,-0.358658292,-0.365113049,-0.031780587,-0.523892472,-0.357143678,0.150715682,-0.865520861,0.153522751,-0.020871578,-0.402009419,-0.162309698,-0.844772518,-0.714654642,-0.801940172,-0.721304957,-0.074803254,-0.430955094,0.515115382,0.149163764,0.436572785,0.442315588,0.762478759,-0.15189467,0.583470927,0.754107893,-0.285150542,0.109056076,0.627126398,0.361987777,0.535015799,-0.358778808,0.008560349,-0.351937061,-0.267806576,0.066895488,-0.073506399,-0.290107498,0.605765554,0.010872135,-0.428228418,0.015659679,0.929621705,-1.002116744,-0.105934368,0.121272826,-0.411172654,0.249196341,0.000891744,0.923178765,0.36417355,0.543705344,0.604951023,0.957853885,0.375907934,-0.704029697,0.507967258,0.009950096,1.26737978,0.722958903,0.038915375,-0.35947701,-1.185798794,0.746829906,-0.179641054,-0.128835726,-0.967478314,-0.41846385,0.558064319,-0.2313817,-0.467695421,0.795567116,0.419456703,0.313949797,1.029097417,0.089546555,0.635792071,0.153582754,-0.320372586,-0.693352432,8.93E-05,-0.603247124,-0.894068222,0.420928327,-0.064569287,-0.199646042,-0.822785284,1.158323038,0.17409908,-1.245871461,-1.567399478,-0.338041071,-1.389305109,-1.318951638,-0.936118451,-0.532554811,-0.783000605,-1.27969933,-1.331312156,-1.077050732,-1.18063663,-0.880815333,-1.196942645,-0.968151222,-1.036913623,-0.835833123,0.026928282,0.197080126,-0.050986356,0.641099093,0.174290478,-0.587297043,0.329181268,0.134781805,-0.131791068,0.372718688,0.661940064,0.73908903,0.050472126,1.193507586,0.001059375,0.252781355,0.169064724,-0.21474943,0.178230963,0.924260652,0.444462948,0.091248197,0.515582509,-0.129295559,-0.215592102,0.749481281,0.365475739,-0.177749264,-0.350683763,-0.193515593,-0.345688704,0.442313541,0.213176508,-0.24385988,-0.204476741,-0.291663362,0.400686495,-0.494905701,0.162108199,0.137718401,-0.050823387
SCARB2,11,-0.012649052,-0.016294341,0.030810609,0.344667423,0.476759229,-0.668062912,0.531510361,0.298340487,0.092163057,0.881070139,0.117251106,0.265816576,0.971588119,-0.11790071,0.165549152,-0.04174272,0.291761471,0.158363714,-0.361368322,-0.150711689,0.005527126,-0.554753211,0.292991404,0.580709365,0.54602882,-0.165406226,0.22899284,-0.75358689,-0.415713734,0.403420224,-0.187924618,0.021366203,-0.733744705,0.447754277,0.41200686,0.150278986,-0.032266621,0.630957663,0.304708268,0.033369571,0.125204062,0.177347379,-0.337573251,-0.117530614,0.661300433,0.376491457,-0.312932502,0.090452234,0.052420662,0.118876518,-0.107341237,-0.5655875,0.162394198,-0.955651898,0.289048478,-0.09700708,-0.183843079,-0.093633385,0.138097227,-0.121394703,0.055987831,-0.043874972,0.225633631,-0.192283081,0.349491273,-0.262859365,0.263931357,-0.244106612,0.025191542,0.466063577,-0.261141528,0.058471645,-0.127805535,0.763711897,0.020924668,-0.138732935,0.673940457,-0.1345626,0.213004758,-0.437745019,-0.022982458,-0.084198216,0.094999743,-0.708846925,0.324913534,0.025000123,0.296395555,0.082882692,0.089730412,0.609522234,-0.576857754,-0.183041178,-0.391822535,-0.026096228,-0.795908699,-0.176652029,-1.019246136,-0.243751528,0.184049021,-0.716461293,0.034704331,0.98711446,1.848569205,0.7906623,-0.453033103,0.136914958,0.822860404,0.777014056,1.566987658,0.162282592,-0.146433504,-0.297226344,-0.45561721,0.21330502,-0.400446072,-0.418099481,-1.370370601,-0.135152669,0.478069968,-0.439657541,-0.872912088,-0.454351973,-0.547278569,-0.663605907,0.519475817,0.310173831,0.099145814,-0.236609742,-0.263947286,-0.337247018,0.207937245,-0.106195416,-0.375307325,-0.42206932,-0.933909098,-0.02937175,-0.689530422,0.690056457,-0.997856738,-0.756140451,-1.346822265,0.504741099,-1.093624739,-1.212080346,-0.98422092,-0.518437338,-0.159787571,-0.496836854,-1.571464718,-0.924497634,-1.517639579,-1.320897018,-0.824073847,-1.69505619,-1.021158539,-0.588881744,-0.761107735,-1.504437135,-0.670631814,-0.962101517,-1.795413831,-0.541966734,-0.684138133,-0.803698285,-0.448832932,-0.234762559,-1.098950801,-0.495080571,-0.98635026,-0.11964262,-1.141639577,-0.227432558,-1.632420543,-1.097342188,-1.338615751,-0.942927952,-1.157006563,0.578464497,2.379312424,0.377015976,0.334244424,1.491142745,1.754002471,0.160220558,0.020870099,-0.253363203,0.636233264,0.536048715,0.762519461,0.601891996,0.722073388,0.752437423,1.438369593,-0.515664961,0.092015526,0.609528374,0.436117946
NUP155,11,-0.209717387,0.337424215,-0.042698434,0.275974584,-0.162351848,-0.525211831,-0.138478039,-0.165029928,0.073519962,0.348633538,0.111257724,1.416207226,0.451583403,0.28788163,5.34E-05,0.321622568,-0.3021222,0.405513551,-0.181790398,-0.270489094,-0.676921246,-0.745901169,0.162622571,0.918809337,0.214195962,-0.336578124,0.811204448,-0.596552191,-0.049586711,1.605924854,0.072291285,-0.154682529,-0.84391473,0.408649206,-0.235138391,-0.629580875,-0.607379886,0.395338081,-0.308415177,-0.423251335,-0.692196999,0.451110444,-0.195045152,-0.369105314,0.348759357,0.338713625,0.582444532,-0.66410226,0.128686505,0.46118783,-0.318192649,-0.443016759,-0.53188448,-0.394068584,-0.087034153,-0.478735684,-0.433177116,-0.814660601,-0.264092022,0.104613254,-0.596505975,-0.224264324,-0.660049027,-0.801891192,-0.89262673,-0.596770208,0.198163255,-0.271237533,0.448202634,0.826912494,0.255865645,-0.108000987,0.628005785,0.433731788,0.591047359,0.646496525,0.201385898,0.224704897,0.896835738,-0.087799592,0.248273927,-0.806430586,-0.099307918,-0.415546961,-0.040129476,0.359862296,0.296741326,-0.129935641,0.389156767,1.035113978,-0.260498123,-0.404227812,0.288554635,-0.521517301,-0.88574956,0.104261026,-0.62032604,-0.163077983,-0.473483817,-0.19241978,0.066943928,0.588002327,1.795353346,1.189807924,0.498451176,0.258876451,0.559306172,0.873956165,2.05295088,1.222387318,0.821680784,-1.079319888,-1.331464789,0.959437993,-0.293234866,-0.778057366,-1.282356922,-0.751044769,0.945823066,-0.522080019,-0.497651233,0.042463434,-0.030885441,0.125624386,1.403303114,-0.009241467,0.394174548,-0.074373579,-0.578458654,-0.551036822,-0.02094962,-0.449263877,-0.25301377,-0.442131936,-0.466097235,0.038149269,-1.04000864,1.182419384,-0.589677184,-1.386486153,-1.738836627,0.700868185,-1.716468173,-1.310636583,-0.801351262,-0.419888214,-0.504561067,-1.180461926,-1.758305894,-1.00715039,-1.590275798,-1.147308108,-1.210934281,-1.315982012,-1.030433432,-0.852145835,-0.020411029,0.047498168,-0.235525285,0.012878159,-0.172952531,-0.10168489,0.154033836,0.278967682,0.019410781,0.600811651,0.319350095,1.048437953,-0.765408114,1.126059054,-0.111981516,0.546139272,-0.195968616,-0.046567474,-0.137324025,0.721655397,0.181429848,-0.033217906,1.507506636,-0.702359561,-0.12090064,1.521948879,0.790703725,-0.025575065,-0.119776276,-0.67030975,-0.535523142,0.677481392,0.07006443,-0.552671802,-0.077087853,-0.303702505,1.430390564,-0.586239606,0.101667549,0.422982336,-0.725215486
GSPT1,11,-0.058142296,0.40685779,-0.189014562,0.453699409,0.215400418,-0.606379447,0.12830029,-0.324496133,-0.562110006,0.527771997,0.625740881,0.52787521,0.462964559,-0.049734725,0.244771905,0.25092465,0.188073147,0.424999481,-0.29817581,-0.21771142,-0.114917626,-0.094198283,-0.040795548,0.904042813,0.20471746,0.592046185,0.542903576,0.172343671,-0.355192471,0.911025786,-0.154827568,0.363398065,-0.216639225,0.35350437,0.588431023,-0.378317911,0.058791357,0.638144639,0.132313355,0.297043119,-0.175402431,0.207453532,0.26862483,-0.51027967,0.54936898,0.331472716,0.026376138,0.078262017,-0.593906496,0.036319849,-0.374164585,-0.356326282,0.162524199,-0.574111268,0.347357734,-0.521946018,-0.202389615,-0.000429285,0.151657475,0.099814691,0.252742019,0.120396656,-1.22294646,-0.376178268,-0.158840335,-0.291704211,-0.260369421,0.208797544,0.877728234,0.283574767,-0.281258949,0.176075326,0.127464311,0.106226661,0.124378676,0.211385145,0.239794152,0.00429068,0.775163206,-0.458613333,0.426443898,-0.538462398,-0.459075426,-0.97861412,0.320835782,0.626568732,0.000763517,-0.143508742,0.611669016,0.529540815,-0.428130641,-0.348192239,0.185798482,-0.73894529,-0.416649489,-0.242081245,-0.127759111,-0.043277316,-0.024100651,-0.097244138,-0.009294636,0.854970317,1.92591357,1.011575091,0.098188869,0.024054235,0.766893281,0.643471945,1.808920163,0.358064049,0.56092736,-0.563803786,-0.366205857,0.536032032,0.154915976,-0.071177311,-1.214929915,-0.238105277,0.603734353,-0.26799017,-1.325270785,-0.267844413,-0.625753907,-0.31050916,1.349472644,0.435406446,0.480735199,0.159448869,-0.522421902,-0.501697562,-0.079780066,-0.127485073,-0.385775873,-0.23878153,-0.46891184,-0.232648472,-0.5034648,0.989286427,-0.450771555,-0.911251854,-1.810392541,0.339299034,-1.54495681,-1.514225484,-1.018608186,-0.428345111,-0.283504685,-0.484615901,-1.247429583,-0.83921103,-1.526393413,-1.071089485,-0.820117857,-1.562943919,-1.16450507,-0.373049858,-0.189034593,-0.591872638,-0.841198226,-0.051101325,-0.884216668,-0.933995732,-0.215238536,0.192940663,-0.748109534,0.477041808,-0.414843799,0.377346839,-1.156147809,0.371783967,-0.464159,0.18962863,-0.239430131,-0.501204379,-0.870361619,0.465875604,-0.064734844,-0.243621319,1.361935167,-0.486447701,-0.352671716,0.726287005,0.738169602,-0.52882555,-0.58279077,-0.484864006,-0.602073474,0.157135732,-0.079779986,-0.368463593,-0.221346194,-0.429027458,0.646598033,-1.088303765,-0.376597235,0.188515098,-0.343416215
